,id,tweet,subtask_a,subtask_b,subtask_c,clean_tweet
4426,39829,@USER @USER What services will you cut? If the answer is 'none' what specific 'waste' will you eliminate? Without an answer to these your commitment is nothing but political flannel.,NOT,,,    what services will you cut? if the answer is 'none' what specific 'waste' will you eliminate? without an answer to these your commitment is nothing but political flannel 
4427,55248,"WHY ... it's their trail of corruption ... and they have so much of it going on, and at all times, they don't want any slips"" ... don't want American people to know who they really are AND WHAT THEY'VE BEEN UP TO ... #MAGA URL",OFF,TIN,GRP,"why     it  their trail of corruption     and they have so much of it going on, and at all times, they do not want any slips""     do not want american people to know who they really are and what they've been up to      maga url"
4428,49403,@USER Just followed you! Nice to know there are liberals in Florida! Adearfriendnjust moved there and is surrounded by red!,NOT,,,  just followed you! nice to know there are liberals in florida! adearfriendnjust moved there and is surrounded by red!
4429,32751,@USER @USER @USER This is what I get from Twitter liberals. URL,NOT,,,      this is what i get from twitter liberals  url
4430,27102,@USER Amir you are doing a great job,NOT,,,  amir you are doing a great job
4431,55841,@USER Burt Reynolds was the first so called Mega Star.,NOT,,,  burt reynolds was the first so called mega star 
4432,18740,@USER @USER From who? People from ANTIFA who r mad at her? We vote libs assault! But SHES LYING so I don’t care!! MAGA KAVA,NOT,,,    from who? people from antifa who r mad at her? we vote libs assault! but shes lying so i don t care!! maga kava
4433,40895,"@USER The crap they come up with as excuses"" comes from dogooodthers, lawyers, lefties, liberals who commit their time to assisting and helping these criminals.  No excuses mate, you committed a crime, you pay for it, hard and long!""",NOT,,,"  the crap they come up with as excuses"" comes from dogooodthers, lawyers, lefties, liberals who commit their time to assisting and helping these criminals   no excuses mate, you committed a crime, you pay for it, hard and long!"""
4434,13856,@USER You're interested in making me glance at your tweets because I think you are Nintendo for a split second.,NOT,,,  you are interested in making me glance at your tweets because i think you are nintendo for a split second 
4435,37395,@USER @USER @USER @USER WHY DON'T YOU GET A JOB THAT HAS HEALTH CARE OR BETTER YET GET OFF YOUR LAZY ASS AND LOOK FOR BETTER INSURANCE,NOT,,,        why do not you get a job that has health care or better yet get off your lazy ass and look for better insurance
4436,81782,@USER that’s so fucked up omg in my old hs there’s open campus and for every period you skip there’s a 200 dollar fine lmaooo,OFF,UNT,,  that s so fucked up omg in my old hs there s open campus and for every period you skip there s a 200 dollar fine lmaooo
4437,42611,@USER @USER I believe gun control should consist of guarding your firearms from thivery and kids.,OFF,UNT,,    i believe gun control should consist of guarding your firearms from thivery and kids 
4438,46270,@USER @USER The fake and bake twins!,NOT,,,    the fake and bake twins!
4439,85858,@USER I miss you bitch!!,OFF,TIN,IND,  i miss you bitch!!
4440,31573,Again if the economy is booming why is gas so MOF high 2nd question this is for the #MAGA cult how will making cars go half as far on gas doubling your cost to fill your tank make Fucking sense to you? #TuesdayThoughts URL,NOT,,,again if the economy is booming why is gas so mof high 2nd question this is for the  maga cult how will making cars go half as far on gas doubling your cost to fill your tank make fucking sense to you?  tuesdaythoughts url
4441,58391,16 postal workers slaughtered in Oklahoma with 12-gauge Winchester 1300 pump-action shotgun. The NRA calls gun control research 'unethical'.,NOT,,,16 postal workers slaughtered in oklahoma with 12 gauge winchester 1300 pump action shotgun  the nra calls gun control research 'unethical' 
4442,86943,@USER Good for business.,NOT,,,  good for business 
4443,42343,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER NS liberals will sell out fishermen in a heartbeat. These N.S. Liberals are probably in line looking for private sector handouts. Big money tied to Kameron Coal. @USER don’t care about Nova Scotians. Look at health and education. Fisheries next?,OFF,TIN,GRP,                    ns liberals will sell out fishermen in a heartbeat  these n s  liberals are probably in line looking for private sector handouts  big money tied to kameron coal    don t care about nova scotians  look at health and education  fisheries next?
4444,27319,"FBI Had ""Two Sets Of Records"" On Trump Investigation; Comey, McCabe Implicated: Carter""  URL #TCOT #MAGA #RedNationRising""",NOT,,,"fbi had ""two sets of records"" on trump investigation  comey, mccabe implicated  carter""  url  tcot  maga  rednationrising"""
4445,48516,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Oh. Low blow or blow job. Lmao,OFF,TIN,IND,                                                                                                    oh  low blow or blow job  lmao
4446,95477,@USER to quit sex?,OFF,UNT,,  to quit sex?
4447,22633,@USER @USER Yeah. Well you don't deserve to be free!  Funny how this started on slaves and ended up on you wanting to be one!  Be sure and thank the Dems for creating the KKK and ANTIFA!   Their contributions to the fabric of American politics.,NOT,,,    yeah  well you do not deserve to be free!  funny how this started on slaves and ended up on you wanting to be one!  be sure and thank the dems for creating the kkk and antifa!   their contributions to the fabric of american politics 
4448,95077,@USER @USER Dear Fatties Against Fascism... #WalkAway from the Democrats.... Antifa = Democrats = Dixiecrats = KKK  There are no fascists in America.  Same hate. Different colored hoods. Party of hate since 1828 URL,OFF,TIN,GRP,    dear fatties against fascism     walkaway from the democrats     antifa   democrats   dixiecrats   kkk  there are no fascists in america   same hate  different colored hoods  party of hate since 1828 url
4449,78707,@USER @USER Ask the black Panthers whent well thrill Milford act. ask why the first gun control listed niggers could not touch guns under penalty of death. Also glad you can see that all the gun control has never been for reduction of violence it's about enforcing tyranny URL,NOT,,,    ask the black panthers whent well thrill milford act  ask why the first gun control listed niggers could not touch guns under penalty of death  also glad you can see that all the gun control has never been for reduction of violence it  about enforcing tyranny url
4450,62243,@USER So happy for you and your dad!!! My dad had the same kind of cancer but stage 4. He was diagnosed in 2016 and passed away this passed January. My mom is kicking leukemia’s ass since Nov. of 2015 and she is doing awesome!,NOT,,,  so happy for you and your dad!!! my dad had the same kind of cancer but stage 4  he was diagnosed in 2016 and passed away this passed january  my mom is kicking leukemia s ass since nov  of 2015 and she is doing awesome!
4451,54779,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Pretty much. As I’ve stated I believe is gun control just not this aspect of it. The guns aren’t the problem the people who shouldn’t have guns are. Where do we draw the line. How do we prevent “bad or crazy” people from shooting up a crowd. Surely we don’t have the answer,NOT,,,                    pretty much  as i ve stated i believe is gun control just not this aspect of it  the guns aren t the problem the people who shouldn t have guns are  where do we draw the line  how do we prevent  bad or crazy  people from shooting up a crowd  surely we don t have the answer
